ID;Text
D2-52;Mainstream physicists treat “quarks” and “gluons” as real particles. However, the observational evidence disagrees with that conclusion. Whereas electron and protons exist for billions of years, “quarks” are only observed for less than billionths of a second. Gluons are not observed at all, but are only theorized. When “quarks” are “observed,” it is during a collision among protons and/or neutrons in an accelerator. After the collision, the “quarks” completely disappear and are never observed again. There has never been an observation of a “sea of quarks” among from which could be used to construct new protons or neutrons. “Quarks” are nothing more than debris from a collision; much like glass shards are debris from a glass striking a brick wall.
D2-53;Lavoisier's Law, formally known as the Law of Conservation of Mass, is one of the fundamental principles in chemistry established by French chemist Antoine Lavoisier in the late 18th century . The law states that In a closed system, matter is neither created nor destroyed during chemical reactions or physical transformations . In simpler terms, the total mass of substances present before a chemical reaction equals the total mass after the reaction, even though the substances may change form. Lavoisier demonstrated this principle through meticulous experiments where he carefully measured the mass of reactants and products. Antoine Lavoisier (1743-1794), often called the father of modern chemistry, formulated this principle around 1774."
D2-54;Using the Schwinger-Dyson equations the behavior of quark and gluon propagators is studied in the Landau gauge for momenta from the deep Euclidean to the confinement regime. We find that while at short distances quarks and gluons propagate like free particles, over longer distances, of the order of a fermi, the gluon propagator is greatly enhanced as are the triple-gluon and quark-gluon couplings. These in turn suppress the propagation of massless quarks over long distances to such an extent that they have no physical particle pole, exactly as expected of a confining theory. We study the way the world changes as the number of massless flavors of quark is increased from zero. 
D2-55;In physics and chemistry, the law of conservation of mass or principle of mass conservation states that for any system closed to all transfers of matter the mass of the system must remain constant over time. The law implies that mass can neither be created nor destroyed, although it may be rearranged in space, or the entities associated with it may be changed in form. For example, in chemical reactions, the mass of the chemical components before the reaction is equal to the mass of the components after the reaction. Thus, during any chemical reaction and low-energy thermodynamic processes in an isolated system, the total mass of the reactants, or starting materials, must be equal to the mass of the products.
D2-56;Metabolic engineering is a specialized field that focuses on optimizing metabolic pathways in organisms to enhance the production of desired products, such as biofuels, pharmaceuticals, and industrial chemicals. Applications include the development of microbes or cells capable of efficiently producing high-value compounds, improving the yield and sustainability of chemical manufacturing, and enhancing the production of bio-based materials. It also plays a key role in environmental biotechnology, such as detoxifying pollutants or remediating soil and water. Additionally, metabolic engineering is used to improve agricultural crops by enhancing their nutrient content, stress tolerance, or resistance to pests. By tailoring metabolic pathways, it enables the creation of novel therapeutic agents, advanced biofuels, and sustainable industrial processes.
D2-57;In modern terms Schrodinger's hypothetical cat experiment describes the measurement problem: quantum theory describes the cat system as a combination of two possible outcomes but only one outcome is ever observed.  The experiment poses the question, when does a quantum system stop existing as a superposition of states and become one or the other? (More technically, when does the actual quantum state stop being a non-trivial linear combination of states, each of which resembles different classical states, and instead begin to have a unique classical description?) Standard microscopic quantum mechanics describes multiple possible outcomes of experiments but only one outcome is observed. The thought experiment illustrates this apparent paradox.
D2-58;The Big Bang theory is the prevailing cosmological model explaining the origin and evolution of the universe. It proposes that the universe began approximately 13.8 billion years ago as an extremely hot and dense point, which rapidly expanded in a process called inflation. As the universe expanded and cooled, fundamental particles and then atoms formed, eventually leading to the creation of stars, galaxies, and other cosmic structures. Observational evidence, such as the cosmic microwave background radiation (leftover heat from the early universe) and the abundance of light elements, strongly supports this theory. The Big Bang also explains the universe's large-scale structure and the observed redshift of distant galaxies, which indicates the ongoing expansion of space.
D2-59;Synthetic biology, which aims to design or assemble biological parts for useful applications, has emerged as a transformative field with wide-ranging implications across multiple sectors. Synthetic biology has significant medical applications, including improving drug discovery and development through rapid screening of DNA sequences, often leveraging AI and machine learning to identify promising drug candidates. The field enables production of therapeutic molecules with precise targeting and efficacy, and advances antibody and vaccine production. Researchers are engineering biological systems that could potentially treat complex diseases such as cancer. In industrial settings, synthetic biology enables the creation of ""cell factories"" that can efficiently produce valuable compounds. Applications include: Biofuel production through engineered microorganisms; Production of pharmaceuticals and biomaterials using biological systems.
D2-60;The dangers of PFAS, or per- and polyfluoroalkyl substances, stem from their persistence in the environment and their ability to bioaccumulate in living organisms. Known as forever chemicals, PFAS do not break down easily, leading to long-term environmental contamination. They are found in products like non-stick cookware, firefighting foam, and water-repellent textiles. PFAS can enter the human body through contaminated drinking water and food, particularly in areas near industrial sites. Prolonged exposure has been linked to serious health issues, including certain cancers, hormonal disruptions, and weakened immune systems. Additionally, PFAS contribute to ecosystem harm by affecting wildlife and biodiversity. Their long-lasting nature makes them a significant environmental and public health concern, as they are challenging to eliminate.
D2-61;Aminopropyltransferases transfer aminopropyl groups from decarboxylated S-adenosylmethionine to amine acceptors, forming polyamines. Structural and biochemical studies have been carried out with the human spermidine synthase, which is highly specific for putrescine as the amine acceptor, and the Thermotoga maritima spermidine synthase, which prefers putrescine but is more tolerant of other substrates. Comparison of the structures of the human spermidine synthase with both substrates and products with the known structure of T. maritima spermidine synthase complexed to a multisubstrate analogue inhibitor and analysis of the properties of site-directed mutants provide a general mechanistic hypothesis for the aminopropyl transfer reaction. The studies also provide a structural basis for the specificity of the spermidine synthase subclass of the aminopropyltransferase family.
D2-62;Educational robotics offers a wealth of advantages, particularly in promoting interactive and hands-on learning, fostering creativity, and encouraging teamwork. By providing practical applications for theoretical concepts, it strengthens students' understanding of STEM subjects such as motion and forces. Adding to this, it equips students with technical skills relevant to modern industries and cater to various learning styles, including visual and kinesthetic learning, especially benefiting students with disabilities. Furthermore, robotics offers immediate feedback, enabling students to quickly identify and correct mistakes, which reinforces their learning process. Its fun and interactive nature boosts motivation and engagement, instilling a positive attitude toward education. In essence, educational robotics not only enhances academic learning but also prepares students for the demands of the 21st-century workforce.
D2-63;The use of insects for food represents a promising yet complex solution to address the growing need for sustainable food sources. Insects offer several advantages over traditional livestock, including lower resource requirements, such as land, water, and feed, and reduced environmental impact, emitting fewer greenhouse gases. They are rich in protein and essential nutrients, making them a healthy and potentially cost-effective alternative to conventional meat products. However, cultural perceptions and regulatory frameworks present significant barriers. Many Western societies are not accustomed to consuming insects, which may hinder widespread acceptance. Ensuring the safety and regulatory compliance of insect-based foods is also crucial. Additionally, developing efficient production and processing methods to scale up insect farming is essential for feasibility.
D2-64;Spermidine synthase (SpdS) is an enzyme responsible for producing spermidine, a polyamine essential for cell growth and proliferation. It typically exists as a homodimer or monomer, depending on the species, and has a Rossmann-like fold common in nucleotide-binding proteins. The enzyme’s active site binds putrescine and decarboxylated S-adenosylmethionine (dcSAM), with key aspartate and glutamate residues facilitating catalysis. During the reaction, SpdS transfers an aminopropyl group from dcSAM to putrescine, forming spermidine and 5′-methylthioadenosine (MTA). This process plays a vital role in cellular homeostasis, stress response, and DNA stabilization. The enzyme ensures efficient polyamine biosynthesis, which is crucial for cellular function and growth.
D2-65;Understanding Greenland ice sheet (GrIS) hydrology is essential for evaluating response of ice dynamics to a warming climate and future contributions to global sea level rise. Recently observed increases in temperature and melt extent over the GrIS have prompted numerous remote sensing, modeling, and field studies gauging the response of the ice sheet and outlet glaciers to increasing meltwater input, providing a quickly growing body of literature describing seasonal and annual development of the GrIS hydrologic system. This system is characterized by supraglacial streams and lakes that drain through moulins, providing an influx of meltwater into englacial and subglacial environments that increases basal sliding speeds of outlet glaciers in the short term.
D2-66;Computational systems biology is crucial for understanding the complexity of biological systems through the integration of mathematical modeling, computer simulations, and data analysis. It enables researchers to study how genes, proteins, and metabolic pathways interact in a holistic manner, rather than in isolation. This approach is essential for deciphering the dynamics of biological networks, such as gene regulatory networks, signaling pathways, and metabolic systems. The importance of computational systems biology lies in its ability to predict biological behaviors, identify potential drug targets, and develop personalized medicine strategies. It also helps in understanding diseases at a systems level, enabling the identification of biomarkers for diagnosis and treatment.
D2-67;The Lavoisier Law, also known as the Law of Conservation of Mass, was formulated by French chemist Antoine Lavoisier in 1789. This law states that in a closed system, the total mass of the reactants is equal to the total mass of the products during a chemical reaction. In simpler terms, matter cannot be created or destroyed in a chemical reaction; it only transforms from one form to another. This fundamental principle revolutionized chemistry, as it emphasized the importance of balancing chemical equations and understanding the fate of matter in reactions. The law laid the groundwork for modern chemical theory and remains a cornerstone of scientific understanding.
D2-68;The ultimate goal of metabolic engineering is to be able to use these organisms to produce valuable substances on an industrial scale in a cost-effective manner. Current examples include producing beer, wine, cheese, pharmaceuticals, and other biotechnology products.[2] Another possible area of use is the development of oil crops whose composition has been modified to improve their nutritional value.[3] Some of the common strategies used for metabolic engineering are (1) overexpressing the gene encoding the rate-limiting enzyme of the biosynthetic pathway, (2) blocking the competing metabolic pathways, (3) heterologous gene expression, and (4) enzyme engineering. Since cells use these metabolic networks for their survival, changes can have drastic effects on the cells' viability. 
D2-69;Lavoisier was born in 1743 into a wealthy family of lawyers, and initially prepared for a legal career, being awarded a baccalaureate in law in 1763. Antoine Lavoisier played the central role in what has come to be known as the chemical revolution and he was active also in agricultural and fiscal reform as well as technological development. He is credited with establishing that oxygen is an element and water its compound with hydrogen, refining experimental methods in chemistry, reforming chemical nomenclature along systematic lines, defining element operationally, and denying phlogiston a place in chemical explanation. This chapter critically examines the analytical conception of the elements that Lavoisier proposes.
D2-70;Lavoisier’s law, also known as the Law of Conservation of Mass, states that mass is neither created nor destroyed in a chemical reaction. This fundamental principle, proposed by Antoine Lavoisier in the late 18th century, is crucial to the field of chemistry and science in general. It laid the foundation for modern chemistry by establishing that the total mass of reactants in a chemical reaction is equal to the total mass of products. This law enabled scientists to develop more accurate chemical equations and understand that chemical reactions involve the rearrangement of atoms, not their creation or annihilation. Lavoisier’s law was vital in refuting earlier theories like the phlogiston theory and is key to stoichiometry.
D2-71;Metabolic engineering is the field of biotechnology that involves the modification of an organism’s metabolic pathways to enhance the production of desired products, such as chemicals, fuels, pharmaceuticals, or food ingredients. By altering or optimizing the flow of metabolites within cells, metabolic engineers aim to improve the efficiency and yield of biochemical processes. This is done through techniques like gene editing, overexpression of enzymes, and the introduction of new pathways. Metabolic engineering has applications in industrial biotechnology, where it enables the production of biofuels, antibiotics, and biodegradable plastics, and is also crucial for improving processes in medicine, agriculture, and environmental sustainability.
D2-72;Synthetic biology is an interdisciplinary field that combines biology with engineering, technology, and computational science to design and construct new biological parts, devices, and systems, or to redesign existing natural biological systems for specific purposes. It involves advanced genetic engineering techniques, such as CRISPR for gene editing and synthetic DNA construction, alongside computational modeling and bioprinting. Applications span medicine, environmental science, and industry, including the development of organisms capable of producing medications, biofuels, or addressing environmental challenges. While it holds great potential, synthetic biology also raises ethical considerations regarding the unintended consequences of engineered organisms and the responsible use of this technology to ensure societal benefits.
D2-73;Lamarck's ""Hydrogéologie"" (1802) represents a fascinating but often overlooked contribution to early geological thought. While Lamarck is primarily remembered for his evolutionary biology theories, this work showcases his broader scientific vision. In it, he proposed that Earth's features formed through gradual processes over immense time periods—challenging the catastrophist views popular in his era. The text emphasized water's crucial role in shaping landscapes and theorized about atmospheric influences on geological formations. Notably, Lamarck's uniformitarian approach in geology paralleled his biological thinking about gradual change. Though overshadowed by his biological works and contemporaries like Cuvier, Hydrogéologie demonstrates Lamarck's cross-disciplinary thinking and his willingness to challenge scientific orthodoxy across multiple fields.
D2-74;Greenland is the world’s largest island, located in the North Atlantic Ocean, and is an autonomous territory of Denmark. It is geographically part of North America but politically and historically connected to Europe. Greenland is known for its vast ice sheet, which covers about 80% of the island, making it a critical component of global climate systems. The island’s population is relatively small, primarily consisting of Inuit people. Its economy relies heavily on fishing, while tourism and mining are growing sectors. Greenland has significant natural resources, including minerals and oil, though environmental concerns and the impact of climate change, such as melting ice, are major issues. Greenland’s strategic location has also gained geopolitical importance in recent years.
D2-75;The Big Bang theory is an effort to explain what happened at the very beginning of our universe. Discoveries in astronomy and physics have shown beyond a reasonable doubt that our universe did in fact have a beginning. Prior to that moment there was nothing; during and after that moment there was something: our universe. The big bang theory is an effort to explain what happened during and after that moment. According to the standard theory, our universe sprang into existence as ""singularity"" around 13.7 billion years ago. What is a singularity and where does it come from? Well, Singularities are zones which defy our current understanding of physics. They are thought to exist at the core of black holes.
D2-76;Phthalates or phthalate esters, are esters of phthalic acid. They are mainly used as plasticizers, i.e., substances added to plastics to increase their flexibility, transparency, durability, and longevity. They are used primarily to soften polyvinyl chloride (PVC). While phthalates are commonly used as plasticizers, not all plasticizers are phthalates. The two terms are specific, unique, and not used interchangeably. Lower-molecular-weight phthalates are typically replaced in many products in the United States, Canada, and European Union over health concerns. They are being replaced by higher molecular-weight phthalates as well as non-phthalic plasticizers. Phthalates are commonly ingested in small quantities via the diet. There are numerous forms of phthalates not regulated by governments. One of the most  known phtalates is bis(2-ethylhexyl) phthalate.
D2-77;The possibility of extraterrestrial life is rooted in the abundance of potentially habitable environments and the presence of basic components necessary for life. In our solar system, planets like Mars and moons such as Europa and Enceladus show promise due to evidence of water, a key ingredient for life. Beyond our solar system, exoplanets in habitable zones, identified through missions like Kepler, suggest countless opportunities for life. However, while conditions may be favorable, the origin of life remains elusive, requiring the right environment, building blocks, and catalytic events. Detection of life relies heavily on advanced telescopes and space probes, with confirmation posing significant challenges. Regardless of current limitations, the search for extraterrestrial life continues.
D2-78;Since the mid-20th century, active research has taken place to look for signs of extraterrestrial life, encompassing searches for current and historic extraterrestrial life, and a narrower search for extraterrestrial intelligent life. Depending on the category of search, methods range from analysis of telescope and specimen data to radios used to detect and transmit communications. The concept of extraterrestrial life, particularly extraterrestrial intelligence, has had a major cultural impact, especially extraterrestrials in fiction. Science fiction has communicated scientific ideas, imagined a range of possibilities, and influenced public interest in and perspectives on extraterrestrial life. One shared space is the debate over the wisdom of attempting communication with extraterrestrial intelligence. Some encourage aggressive methods to try to contact intelligent extraterrestrial life.
D2-79;Greenland is as old as the rest of the earth. And it has no other name than Grønland or Grœnland both of which translate and even sound close to Greenland. The very first humans there were Vikings or Norse, which as government evolved became Denmark. Norway and Denmark, Iceland and Faroe Islands, even areas of England and Scotland ruled by Vikings came under a united Denmark. The story is Ingólgur Arnason wanted to discourage more people coming so named his discovery Iceland, but Eric the Red wanting to encourage settlers named his discovery Greenland although Greenland is more appropriate for Iceland and Iceland more appropriate for Greenland. Just consider them early examples of 5th Avenue Advertizing.
D2-80;A PET (Positron Emission Tomography) scan is a sophisticated medical imaging technique that reveals how tissues and organs function at the molecular level. Unlike CT or MRI scans that show anatomical structure, PET scans detect metabolic activity by using a radioactive tracer—typically a form of glucose—injected into the bloodstream. This tracer emits positrons that create signals detected by the scanner. Areas with higher metabolic activity, such as rapidly growing cancer cells, absorb more tracer and appear brighter on the resulting 3D images. PET scans are particularly valuable for diagnosing and monitoring cancer, neurological disorders like Alzheimer's, and cardiovascular conditions. The procedure is painless, typically takes 30 minutes to 2 hours, and exposes patients to minimal radiation.
D2-81;Educational robotics has a wide range of applications aimed at enhancing learning experiences and developing essential skills in students. One of its primary uses is to teach STEM (Science, Technology, Engineering, and Mathematics) concepts, providing hands-on learning through building, programming, and interacting with robots. It encourages critical thinking, problem-solving, and creativity. Robotics also supports the development of coding and computational thinking, as students learn to program robots to perform tasks and solve challenges. Furthermore, educational robotics promotes collaboration and teamwork, as many projects involve group work. In addition to its academic benefits, it can also be used to teach engineering principles, mechanical design, and mathematics in a practical, engaging way. Additionally, robotics fosters 21st-century skills like adaptability, perseverance, and communication.
D2-82;A PET scan (Positron Emission Tomography) is a medical imaging technique that allows doctors to observe the metabolic activity of tissues and organs in the body. It involves injecting a small amount of a radioactive tracer (a substance containing a radioactive atom) into the bloodstream. This tracer is typically a form of glucose that is metabolized by cells. The PET scanner detects the radiation emitted by the tracer, creating detailed images that show how tissues are functioning, rather than just their structure. PET scans are commonly used in the diagnosis and monitoring of conditions like cancer, heart disease, and neurological disorders (such as Alzheimer’s disease). They are especially useful in identifying abnormal cell activity, which can help detect cancerous tumors.
D2-83;Metabolic engineering is a multidisciplinary field that applies principles of genetic engineering to modify cellular metabolism. Its goals encompass several key objectives: Production Optimization -  The fundamental aim of metabolic engineering is to mathematically model metabolic networks, calculate yields of useful products, and identify constraints in these networks. By applying genetic engineering techniques to modify these networks, researchers seek to increase product formation and overall process efficiency. Creating Industrial Cell Factories A primary purpose is to develop cell factories capable of producing cost-effective molecules at industrial scale. This involves optimizing existing biochemical pathways or introducing new pathway components, most commonly in bacteria, yeast, or plantsProcess Improvement.
D2-84;Fossils are the preserved remains or traces of ancient life, offering critical insights into Earth's history and evolution. They provide evidence of extinct species, helping scientists reconstruct past ecosystems and understand how life has changed over millions of years. Fossils reveal how species adapted, evolved, or became extinct, shedding light on the processes of natural selection and environmental changes. Additionally, they are used to date rock layers and determine the age of geological formations, aiding in the study of Earth's geologic timeline. Fossils also provide clues about ancient climates and environmental conditions, helping researchers understand past climate changes and their impacts. By studying fossils, we gain a deeper understanding of life's diversity, the history of our planet.
D2-85;A PET scan, or Positron Emission Tomography, is a sophisticated imaging technique used in healthcare to visualize the metabolic processes within the body. It involves the injection of a radioactive tracer, often a glucose analog, into the patient. As the tracer interacts with body tissues, it emits positrons, which collide with electrons, resulting in the release of gamma rays. These emissions are detected by the PET scanner, which constructs a detailed image showing the distribution and activity of the tracer within the body.
Unlike structural imaging methods such as CT scans or MRIs, a PET scan provides functional information, highlighting areas of high metabolic activity. This makes it particularly valuable in diagnosing and assessing conditions like cancer, heart disease,  neurological disorders.
D2-86;Robotic education is nothing but the Hybrid Education that is provided to students, education when integrated with technology and coding is called as Robotic education. Robotic education is far better than the traditional educational system because of it instructional based teaching. Coding is not preparing an application, it is just understanding the instructions in a sequence and then execution them in a way we need the result. Coding allows the users to create something, traditional education is all about learning that is there in book, where creativity, critical thinking, programming is neglected. As robotic education is based on algorithm (set of programmed instructions to execute in sequence) it triggers students to go one step ahead.
D2-87;Join any group of distance educators today and the chances are you will hear talk of exponential expansion of distance education when the information superhighways come into being, within a decade. This might be called the Big Bang theory of distance education. You will hear enthusiastic talk about two-way communication (at last) between teacher and student, replacing the old one-way systems of print, radio and television. At last, students everywhere will be able to explore massive knowledge stores. You may also hear gloomy comments about limited access, costs and the dangers of technological determinism. You may even hear critics who seriously decry the commodification of knowledge represented by distance education.
D2-88;Jean-Baptiste Lamarck’s Hydrogéologie (1802) proposed a holistic, steady-state geological model emphasizing uniformitarianism—the idea that gradual processes shape Earth’s surface over immense time. He theorized that continents erode eastward, with debris deposited westward via global currents, causing a slow continental migration. Lamarck integrated living organisms into Earth’s dynamics, arguing their metabolic activity drives the decomposition and recycling of materials, sustaining planetary equilibrium. This vision positioned biology as central to geology, pioneering ecological thinking by linking abiotic and biotic processes. However, his speculative approach—rooted in outdated four-element chemistry—drew criticism from contemporaries like Georges Cuvier and Antoine Lavoisier. Despite its flaws, Hydrogéologie laid groundwork for synthesizing Earth sciences, envisioning a unified “Physique terrestre” (terrestrial physics) combining meteorology, hydrogeology, and biology
D2-89;Greenland, the world's largest island that isn't a continent, covers 836,330 square miles in the North Atlantic, with approximately 80% of its surface covered by ice. An autonomous territory within the Kingdom of Denmark, Greenland has a population of about 56,000, predominantly Inuit. The capital, Nuuk, houses roughly one-third of its inhabitants. Despite its name, most of Greenland experiences Arctic conditions with limited vegetation. Its economy relies on fishing, tourism, and substantial mineral resources, including rare earth elements becoming increasingly valuable due to climate change. Greenlandic culture blends traditional Inuit practices with Scandinavian influences. Climate change poses significant challenges as the melting ice sheet contributes to global sea level rise while simultaneously opening new economic opportunities through increased resource accessibility.
D2-90;The principle of positron emission tomography (PET) is that radiation emitted from a radiopharmaceutical injected intravenously into a patient is registered by external detectors positioned at different orientations. This is a technology that is extremely useful in the detection and treatment of diseases like cancer. However, there is some confusion about how PET works. Before PET was introduced a different type of radiation imaging called SPECT (single-photon emission computerised tomography) was used. This technology was based on the pinhole camera technique whereby a reverse image of an object is obtained by passing the light through a small aperture or pinhole. 
D2-91;The Big Bang theory is the leading explanation for the origin of the universe. It posits that the universe began approximately 13.8 billion years ago from an extremely hot, dense state known as a singularity. This singularity then rapidly expanded in a process called cosmic inflation, causing space itself to stretch exponentially in a fraction of a second. As the universe expanded, it began to cool, allowing matter to form, leading to the creation of atoms, stars, galaxies, and eventually the structure of the universe we observe today. Key evidence supporting the Big Bang theory includes the cosmic microwave background radiation (a faint glow left over from the early universe), the abundance of light elements like hydrogen and helium.
D2-92;With the emergence of positron emission tomography (PET) from research laboratories into routine clinical use, it is important to redefine the most appropriate use of each imaging technique. The aim of this review article is to show the potential of PET in oncology. We discuss the most promising indications and the perspectives for the future. We will also point out the shortcomings and the important questions to be answered before fully considering PET as a necessary tool in the day-to-day practice of oncology. Although many studies have documented the high accuracy of 18F-FDG PET for the detection and staging of malignant tumours and for the monitoring of therapy results in these patients.
D2-93;Metabolic engineering is not another form of classic manipulation of intermediary metabolism; rather, it is the purposeful design of metabolic networks. The metabolic engineering approach examines biochemical reactions in their entirety, rather than individually, and is concerned with the construction of novel pathways, the thermodynamic feasibility of pathways, and the location of limiting branch-point(s) and enzymatic reaction(s) in a reaction network. The ultimate goal is the construction of strains with superior yield and productivity obtained through a convergent evolutionary process. Progress has been made toward this objective within the framework of Metabolic Control Analysis through the development of methodologies for the experimental determination of elasticities and flux control coefficients.
D2-94;Synthetic biology is an interdisciplinary field that combines principles from biology, engineering, and computer science to design and construct new biological parts, systems, and organisms or to re-engineer existing biological systems for specific purposes. It involves creating synthetic genetic circuits, modifying genomes, or designing artificial enzymes to carry out tasks that natural organisms cannot. The goal of synthetic biology is to apply engineering principles to biology, enabling the synthesis of novel compounds, the production of biofuels, the development of new therapeutics, and innovations in environmental sustainability. It has vast potential for applications in medicine, agriculture, energy, and biotechnology, but also raises important ethical and safety considerations.
D2-95;Positron emission tomography (PET) is a functional imaging technique that uses radioactive substances known as radiotracers to visualize and measure changes in metabolic processes, and in other physiological activities including blood flow, regional chemical composition, and absorption. Different tracers are used for various imaging purposes, depending on the target process within the body. PET is a common imaging technique, a medical scintillography technique used in nuclear medicine. A radiopharmaceutical – a radioisotope attached to a drug – is injected into the body as a tracer. When the radiopharmaceutical undergoes beta plus decay, a positron is emitted, and when the positron interacts with an ordinary electron, the two particles annihilate and two gamma rays are emitted in opposite directions.
D2-96;Though a part of the continent of North America, Greenland has been politically and culturally associated with the European kingdoms of Norway and Denmark for more than a millennium, beginning in 986.[19] Greenland has been inhabited at intervals over at least the last 4,500 years by circumpolar peoples whose forebears migrated there from what is now Canada.[20][21] Norsemen from Norway settled the uninhabited southern part of Greenland beginning in the 10th century (having previously settled Iceland), and their descendants lived in Greenland for 400 years until disappearing in the late 15th century. The 13th century saw the arrival of Inuit.
D2-97;There has been a steady increase in the number of studies investigating educational robotics and its impact on academic and social skills of young learners. Educational robots are used both in and out of school environments to enhance K–12 students’ interest, engagement, and academic achievement in various fields of STEM education. Some prior studies show evidence for the general benefits of educational robotics as being effective in providing impactful learning experiences. However, there appears to be a need to determine the specific benefits which have been achieved through robotics implementation in K–12 formal and informal learning settings. In this study, we present a systematic review of the literature on K–12 educational robotics.
D2-98;Plasticizers like phthalates were thought to be mainly hormone disruptors. They caused fertility problems and adverse developmental effects. Surprisingly, since the 2000s researchers noted that they were instrumental in causing obesity, type 2 diabetes and cardiovascular disease. Another key point, phthalates can be absorbed through the skin, ingested by mouth or inhaled. In order to understand how phthalates cause cardiovascular disease, we need to investigate the effects of phthalates on fatty tissue. Phthalates have a negative effect on fatty tissue that leads to adipose tissue dysfunction. Fat cells develop out of adipose stem cells committing themselves and maturing into fatty cells that can store lipids. This process has the name adipogenesis.
D2-99;The main causes of lung cancer are multifaceted and involve a combination of lifestyle, environmental, and genetic factors. The most significant risk factor is smoking, including both active smoking and secondhand exposure. Cigarettes release numerous harmful chemicals that damage lung cells over time, increasing the likelihood of cancer development. While not everyone who smokes develops lung cancer, the risk is considerably higher for smokers compared to non-smokers. Radon, a radioactive gas found in certain soil types, is another major contributor. It can accumulate in homes and buildings, posing a long-term health risk if exposure levels are high. Outdoor and indoor air pollution, such as emissions from vehicles and industrial activities, as well as cooking fumes from coal or wood.
D2-100;It is an approximation useful in chemistry, but not strictly correct. It is not, in general, obeyed by nuclear reactions, or even in one common medical procedure, PET scanning (positron emission tomography). In this procedure, radioactive variants of common drug or body chemicals are injected into a patient under observation. Some of a particular radioactive chemical element or elements are radioactive in a particular way—they are neutron-light. Their nuclear reactions in the body are similar to beta-decay of neutron-heavy elements, except that the “electrons” released are not electrons, but the corresponding anti-matter: positrons. As anti-matter, positrons are quite unwelcome in ordinary matter—the patient—and very quickly encounter electrons, annihilating each electron-positron pair.